GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,Hero 1 HP,Goblin Master HP,Overlord Fatigue,Goblin Minion 1 HP,Goblin Minion 2 HP,Hero 3 HP,Hero 4 HP,Goblin Minion 3 HP,Goblin Minion 4 HP,Hero 2 HP,Barghest Minion 2 HP,Barghest Minion 1 HP,Barghest Minion 3 HP,Barghest Master HP
399120975,Descent2e,4,ROUND_OVER,300,10,4,234,11,4,7,2,2,0,,2,,8,3,3,,8
399120975,Descent2e,5,GAME_OVER,301,0,4,234,11,4,7,2,2,0,,2,,8,3,3,,8
203295418,Descent2e,0,ROUND_OVER,106,10,4,235,14,4,1,2,2,10,,2,,8,6,6,,8
203295418,Descent2e,1,ROUND_OVER,150,10,4,235,14,4,3,2,2,10,,2,,8,3,6,,8
203295418,Descent2e,2,ROUND_OVER,197,10,4,235,13,4,5,2,2,10,,2,,8,3,5,,8
203295418,Descent2e,3,ROUND_OVER,246,10,4,235,9,4,7,2,2,10,,2,,3,3,3,,3
203295418,Descent2e,4,GAME_OVER,247,0,4,235,9,4,7,2,2,10,,2,,3,3,3,,3
-385379532,Descent2e,0,ROUND_OVER,107,10,4,236,14,4,1,2,2,10,,2,,8,6,6,,8
-385379532,Descent2e,1,ROUND_OVER,148,10,4,236,14,4,3,2,2,10,,2,,8,6,6,,5
-385379532,Descent2e,2,ROUND_OVER,198,10,4,236,14,4,5,2,2,10,,2,,5,5,6,,1
-385379532,Descent2e,3,ROUND_OVER,249,9,4,236,14,4,7,2,2,10,,2,,5,5,6,,Dead
-385379532,Descent2e,4,GAME_OVER,250,0,4,236,14,4,7,2,2,10,,2,,5,5,6,,Dead
-840590086,Descent2e,0,ROUND_OVER,111,10,4,237,12,4,1,2,2,6,,2,,12,6,6,,8
-840590086,Descent2e,1,ROUND_OVER,144,10,4,237,12,4,3,2,2,8,,2,,12,4,6,,8
-840590086,Descent2e,2,ROUND_OVER,176,9,4,237,12,4,5,2,2,8,,2,,12,Dead,6,,8
-840590086,Descent2e,3,ROUND_OVER,212,9,4,237,12,4,7,2,2,8,,2,,12,Dead,6,,8
-840590086,Descent2e,4,GAME_OVER,213,0,4,237,12,4,7,2,2,8,,2,,12,Dead,6,,8
1854572159,Descent2e,0,ROUND_OVER,109,9,4,238,7,3,1,2,2,8,,2,,14,6,6,,8
1854572159,Descent2e,1,ROUND_OVER,162,10,4,238,7,3,3,2,2,8,,2,,9,6,6,,4
1854572159,Descent2e,2,ROUND_OVER,209,10,4,238,7,3,5,2,2,8,,2,,9,6,6,,4
1854572159,Descent2e,3,ROUND_OVER,245,9,4,238,9,3,7,2,2,4,,2,,9,6,6,,Dead
1854572159,Descent2e,4,GAME_OVER,246,0,4,238,9,3,7,2,2,4,,2,,9,6,6,,Dead
-2072968360,Descent2e,0,ROUND_OVER,88,10,4,239,5,4,0,2,2,10,,2,,8,4,6,,8
-2072968360,Descent2e,1,ROUND_OVER,147,9,4,239,5,4,1,2,2,10,,2,,4,Dead,6,,8
-2072968360,Descent2e,2,ROUND_OVER,190,9,4,239,5,4,3,2,2,6,,2,,4,Dead,5,,8
-2072968360,Descent2e,3,ROUND_OVER,232,9,4,239,2,4,5,2,2,4,,2,,7,Dead,5,,8
-2072968360,Descent2e,4,ROUND_OVER,285,9,4,239,2,4,7,2,2,5,,2,,7,Dead,5,,8
-2072968360,Descent2e,5,GAME_OVER,286,0,4,239,2,4,7,2,2,5,,2,,7,Dead,5,,8
564948201,Descent2e,0,ROUND_OVER,95,10,4,240,12,4,1,2,1,8,,2,,13,6,6,,8
564948201,Descent2e,1,ROUND_OVER,142,10,4,240,12,4,3,2,1,1,,2,,14,6,6,,8
564948201,Descent2e,2,ROUND_OVER,189,10,4,240,12,4,5,2,1,2,,2,,14,2,6,,8
564948201,Descent2e,3,ROUND_OVER,233,10,4,240,12,4,7,2,1,2,,2,,14,2,6,,8
564948201,Descent2e,4,GAME_OVER,234,0,4,240,12,4,7,2,1,2,,2,,14,2,6,,8
242489441,Descent2e,0,ROUND_OVER,124,10,4,241,8,4,1,2,2,10,,2,,7,6,6,,8
242489441,Descent2e,1,ROUND_OVER,163,9,4,241,8,4,3,2,2,10,,2,,7,Dead,6,,8
242489441,Descent2e,2,ROUND_OVER,186,9,4,241,8,4,5,2,2,8,,2,,7,Dead,6,,4
242489441,Descent2e,3,ROUND_OVER,207,8,4,241,8,4,7,2,2,8,,2,,7,Dead,6,,Dead
242489441,Descent2e,4,GAME_OVER,208,0,4,241,8,4,7,2,2,8,,2,,7,Dead,6,,Dead
-2020288483,Descent2e,0,ROUND_OVER,109,10,4,242,8,4,1,2,2,9,,2,,12,6,6,,8
-2020288483,Descent2e,1,ROUND_OVER,143,9,4,242,12,4,3,2,2,8,,2,,12,Dead,6,,8
-2020288483,Descent2e,2,ROUND_OVER,175,9,4,242,12,4,5,2,2,5,,2,,12,Dead,2,,8
-2020288483,Descent2e,3,ROUND_OVER,207,8,4,242,12,4,7,2,2,5,,2,,12,Dead,Dead,,8
-2020288483,Descent2e,4,GAME_OVER,208,0,4,242,12,4,7,2,2,5,,2,,12,Dead,Dead,,8
1086074626,Descent2e,0,ROUND_OVER,108,10,4,243,14,4,1,2,2,10,,2,,8,6,6,,8
1086074626,Descent2e,1,ROUND_OVER,145,10,4,243,14,4,3,2,2,10,,2,,8,6,4,,8
1086074626,Descent2e,2,ROUND_OVER,185,9,4,243,14,4,5,2,2,10,,2,,8,Dead,6,,8
1086074626,Descent2e,3,ROUND_OVER,226,9,4,243,14,4,7,2,2,10,,2,,8,Dead,6,,8
1086074626,Descent2e,4,GAME_OVER,227,0,4,243,14,4,7,2,2,10,,2,,8,Dead,6,,8
-1032405027,Descent2e,0,ROUND_OVER,115,9,4,244,8,4,1,2,2,7,,2,,12,6,6,,8
-1032405027,Descent2e,1,ROUND_OVER,162,10,4,244,8,4,3,2,2,7,,2,,12,5,6,,1
-1032405027,Descent2e,2,ROUND_OVER,194,9,4,244,8,4,5,2,2,7,,2,,9,2,6,,Dead
-1032405027,Descent2e,3,ROUND_OVER,230,8,4,244,8,4,7,2,2,7,,2,,9,Dead,2,,Dead
-1032405027,Descent2e,4,GAME_OVER,231,0,4,244,8,4,7,2,2,7,,2,,9,Dead,2,,Dead
-87541493,Descent2e,0,ROUND_OVER,112,10,4,245,10,4,1,2,2,8,,2,,8,6,6,,8
-87541493,Descent2e,1,ROUND_OVER,152,10,4,245,8,4,3,2,2,8,,2,,8,6,5,,8
-87541493,Descent2e,2,ROUND_OVER,208,10,4,245,10,4,5,2,2,8,,2,,8,6,5,,8
-87541493,Descent2e,3,ROUND_OVER,256,10,4,245,10,4,7,2,2,8,,2,,8,6,3,,8
-87541493,Descent2e,4,GAME_OVER,258,0,4,245,10,4,7,2,2,8,,2,,8,6,3,,8
-543934832,Descent2e,0,ROUND_OVER,113,10,4,246,10,4,1,2,2,10,,2,,12,6,6,,8
-543934832,Descent2e,1,ROUND_OVER,150,10,4,246,12,4,3,2,2,10,,2,,10,6,6,,8
-543934832,Descent2e,2,ROUND_OVER,185,10,4,246,7,4,5,2,2,10,,2,,10,6,6,,8
-543934832,Descent2e,3,ROUND_OVER,231,10,4,246,5,4,7,2,2,10,,2,,12,6,6,,8
-543934832,Descent2e,4,GAME_OVER,232,0,4,246,5,4,7,2,2,10,,2,,12,6,6,,8
777892406,Descent2e,0,ROUND_OVER,106,10,4,247,8,4,1,2,2,12,,2,,12,6,6,,8
777892406,Descent2e,1,ROUND_OVER,150,10,4,247,8,4,3,2,2,11,,2,,12,6,6,,4
777892406,Descent2e,2,ROUND_OVER,190,9,4,247,8,4,5,2,2,12,,2,,8,6,6,,Dead
777892406,Descent2e,3,ROUND_OVER,214,9,4,247,7,4,7,2,2,12,,2,,8,6,6,,Dead
777892406,Descent2e,4,GAME_OVER,215,0,4,247,7,4,7,2,2,12,,2,,8,6,6,,Dead
873285756,Descent2e,0,ROUND_OVER,91,10,4,248,12,4,1,2,2,8,,2,,12,6,6,,8
873285756,Descent2e,1,ROUND_OVER,139,10,4,248,12,4,3,2,2,8,,2,,12,6,6,,8
873285756,Descent2e,2,ROUND_OVER,178,10,4,248,11,4,5,2,2,8,,2,,12,6,6,,8
873285756,Descent2e,3,ROUND_OVER,224,10,4,248,12,4,7,2,2,8,,2,,12,6,6,,8
873285756,Descent2e,4,GAME_OVER,225,0,4,248,12,4,7,2,2,8,,2,,12,6,6,,8
-1504225346,Descent2e,0,ROUND_OVER,85,10,4,249,8,4,0,2,2,6,,2,,12,6,6,,8
-1504225346,Descent2e,1,ROUND_OVER,138,10,4,249,8,4,1,2,2,8,,2,,9,6,5,,8
-1504225346,Descent2e,2,ROUND_OVER,177,8,4,249,8,4,3,2,2,4,,2,,10,Dead,6,,Dead
-1504225346,Descent2e,3,GAME_OVER,191,2,4,249,8,4,3,2,2,4,,2,,10,Dead,Dead,,Dead
-351428350,Descent2e,0,ROUND_OVER,102,10,4,250,10,4,1,2,2,14,,2,,10,6,6,,8
-351428350,Descent2e,1,ROUND_OVER,127,10,4,250,10,4,3,2,2,12,,2,,10,6,6,,5
-351428350,Descent2e,2,ROUND_OVER,175,10,4,250,10,4,5,2,2,11,,2,,10,6,6,,5
-351428350,Descent2e,3,ROUND_OVER,219,10,4,250,10,4,7,2,2,13,,2,,10,6,4,,5
-351428350,Descent2e,4,GAME_OVER,220,0,4,250,10,4,7,2,2,13,,2,,10,6,4,,5
1460029387,Descent2e,0,ROUND_OVER,118,10,4,251,12,4,1,2,2,12,,2,,8,6,6,,8
1460029387,Descent2e,1,ROUND_OVER,140,10,4,251,12,4,3,2,2,12,,2,,8,6,6,,4
1460029387,Descent2e,2,ROUND_OVER,192,10,4,251,12,4,5,2,2,10,,2,,8,6,6,,4
1460029387,Descent2e,3,ROUND_OVER,243,10,4,251,12,4,7,2,2,8,,2,,8,6,6,,3
1460029387,Descent2e,4,GAME_OVER,244,0,4,251,12,4,7,2,2,8,,2,,8,6,6,,3
519422861,Descent2e,0,ROUND_OVER,111,10,4,252,12,4,1,2,2,12,,2,,10,6,6,,8
519422861,Descent2e,1,ROUND_OVER,147,10,4,252,12,4,3,2,2,12,,2,,10,6,3,,8
519422861,Descent2e,2,ROUND_OVER,194,9,4,252,12,4,5,2,2,12,,2,,10,Dead,6,,8
519422861,Descent2e,3,ROUND_OVER,233,9,4,252,12,4,7,2,2,12,,2,,10,Dead,6,,8
519422861,Descent2e,4,GAME_OVER,234,0,4,252,12,4,7,2,2,12,,2,,10,Dead,6,,8
-2020734670,Descent2e,0,ROUND_OVER,115,10,4,253,12,4,1,2,2,10,,2,,10,6,6,,8
-2020734670,Descent2e,1,ROUND_OVER,150,10,4,253,12,4,3,2,2,10,,2,,10,6,6,,8
-2020734670,Descent2e,2,ROUND_OVER,191,10,4,253,12,4,5,2,2,10,,2,,10,6,6,,6
-2020734670,Descent2e,3,ROUND_OVER,232,10,4,253,12,4,7,2,2,10,,2,,10,6,6,,6
-2020734670,Descent2e,4,GAME_OVER,234,0,4,253,12,4,7,2,2,10,,2,,8,6,6,,6
-1646738913,Descent2e,0,ROUND_OVER,119,10,4,254,5,4,1,2,2,12,,2,,10,6,6,,8
-1646738913,Descent2e,1,ROUND_OVER,156,10,4,254,5,4,3,2,2,12,,2,,10,6,6,,6
-1646738913,Descent2e,2,ROUND_OVER,211,10,4,254,5,4,5,2,2,12,,2,,10,4,6,,6
-1646738913,Descent2e,3,ROUND_OVER,267,10,4,254,5,4,7,2,2,9,,2,,10,3,6,,6
-1646738913,Descent2e,4,GAME_OVER,269,0,4,254,5,4,7,2,2,9,,2,,10,3,6,,6
1310557033,Descent2e,0,ROUND_OVER,118,10,4,255,14,4,1,2,2,10,,2,,8,6,3,,8
1310557033,Descent2e,1,ROUND_OVER,153,10,4,255,14,4,3,2,2,8,,2,,8,6,3,,8
1310557033,Descent2e,2,ROUND_OVER,204,9,4,255,14,4,5,2,2,5,,2,,8,Dead,6,,8
1310557033,Descent2e,3,ROUND_OVER,252,9,4,255,9,4,7,2,2,5,,2,,8,Dead,6,,8
1310557033,Descent2e,4,GAME_OVER,253,0,4,255,9,4,7,2,2,5,,2,,8,Dead,6,,8
-303468140,Descent2e,0,ROUND_OVER,115,10,4,256,5,4,1,2,2,8,,2,,10,6,6,,8
-303468140,Descent2e,1,ROUND_OVER,152,10,4,256,5,4,3,2,2,8,,2,,10,6,6,,8
-303468140,Descent2e,2,ROUND_OVER,191,10,4,256,5,4,5,2,2,8,,2,,10,6,4,,8
-303468140,Descent2e,3,ROUND_OVER,223,9,4,256,7,4,7,2,2,8,,2,,10,Dead,6,,8
-303468140,Descent2e,4,GAME_OVER,225,0,4,256,7,4,7,2,2,8,,2,,10,Dead,6,,8
-1140332644,Descent2e,0,ROUND_OVER,118,10,4,257,12,4,1,2,2,10,,2,,6,6,6,,8
-1140332644,Descent2e,1,ROUND_OVER,158,10,4,257,12,4,3,2,2,6,,2,,6,6,6,,8
-1140332644,Descent2e,2,ROUND_OVER,201,10,4,257,10,4,5,2,2,4,,2,,8,6,6,,5
-1140332644,Descent2e,3,ROUND_OVER,245,10,4,257,8,4,7,2,2,0,,2,,8,6,6,,2
-1140332644,Descent2e,4,GAME_OVER,246,0,4,257,8,4,7,2,2,0,,2,,8,6,6,,2
-1033126884,Descent2e,0,ROUND_OVER,85,9,4,258,9,4,0,2,2,10,,2,,14,6,6,,8
-1033126884,Descent2e,1,ROUND_OVER,135,10,4,258,9,4,1,2,2,6,,2,,12,6,6,,8
-1033126884,Descent2e,2,ROUND_OVER,187,10,4,258,9,4,3,2,2,9,,2,,9,3,6,,8
-1033126884,Descent2e,3,ROUND_OVER,221,9,4,258,10,4,5,2,2,9,,2,,9,Dead,3,,8
-1033126884,Descent2e,4,ROUND_OVER,260,8,4,258,10,4,7,2,2,10,,2,,9,Dead,Dead,,8
-1033126884,Descent2e,5,GAME_OVER,262,0,4,258,10,4,7,2,2,10,,2,,9,Dead,Dead,,8
16992059,Descent2e,0,ROUND_OVER,102,9,4,259,8,4,1,2,2,13,,2,,8,6,6,,8
16992059,Descent2e,1,ROUND_OVER,150,10,4,259,8,4,3,2,2,13,,2,,8,5,4,,8
16992059,Descent2e,2,ROUND_OVER,206,10,4,259,5,4,5,2,2,13,,2,,8,5,4,,7
16992059,Descent2e,3,ROUND_OVER,245,10,4,259,2,4,7,2,2,13,,2,,8,3,4,,7
16992059,Descent2e,4,GAME_OVER,246,0,4,259,2,4,7,2,2,13,,2,,8,3,4,,7
-479990665,Descent2e,0,ROUND_OVER,85,9,4,260,13,4,0,2,2,8,,2,,7,6,6,,8
-479990665,Descent2e,1,ROUND_OVER,143,10,4,260,11,4,1,2,2,8,,2,,7,6,6,,8
-479990665,Descent2e,2,ROUND_OVER,194,10,4,260,11,4,3,2,2,8,,2,,7,6,6,,8
-479990665,Descent2e,3,ROUND_OVER,241,10,4,260,10,4,5,2,2,7,,2,,7,3,6,,8
-479990665,Descent2e,4,ROUND_OVER,286,10,4,260,6,4,7,2,2,7,,2,,7,3,6,,7
-479990665,Descent2e,5,GAME_OVER,287,0,4,260,6,4,7,2,2,7,,2,,7,3,6,,7
-1249779320,Descent2e,0,ROUND_OVER,123,10,4,261,8,4,1,2,2,10,,2,,14,6,6,,8
-1249779320,Descent2e,1,ROUND_OVER,161,10,4,261,8,4,3,2,2,10,,2,,8,6,4,,8
-1249779320,Descent2e,2,ROUND_OVER,218,10,4,261,8,4,5,2,2,10,,2,,8,4,4,,8
-1249779320,Descent2e,3,ROUND_OVER,271,10,4,261,8,4,7,2,2,8,,2,,8,4,4,,8
-1249779320,Descent2e,4,GAME_OVER,272,0,4,261,8,4,7,2,2,8,,2,,8,4,4,,8
-750178054,Descent2e,0,ROUND_OVER,110,10,4,262,8,4,1,2,2,8,,2,,14,6,6,,8
-750178054,Descent2e,1,ROUND_OVER,149,10,4,262,8,4,3,2,2,8,,2,,14,6,6,,7
-750178054,Descent2e,2,ROUND_OVER,202,10,4,262,8,4,5,2,2,8,,2,,14,6,6,,3
-750178054,Descent2e,3,ROUND_OVER,253,10,4,262,8,4,7,2,2,8,,2,,14,6,6,,1
-750178054,Descent2e,4,GAME_OVER,254,0,4,262,8,4,7,2,2,8,,2,,14,6,6,,1
-1123655453,Descent2e,0,ROUND_OVER,118,10,4,263,8,4,1,2,2,8,,2,,10,6,6,,8
-1123655453,Descent2e,1,ROUND_OVER,154,9,4,263,8,4,3,2,2,8,,2,,10,Dead,6,,8
-1123655453,Descent2e,2,ROUND_OVER,179,9,4,263,8,4,5,2,2,8,,2,,6,Dead,4,,8
-1123655453,Descent2e,3,ROUND_OVER,205,9,4,263,8,4,7,2,2,8,,2,,9,Dead,3,,6
-1123655453,Descent2e,4,GAME_OVER,207,0,4,263,8,4,7,2,2,8,,2,,9,Dead,3,,6
2107061092,Descent2e,0,ROUND_OVER,114,10,4,264,10,4,1,2,2,11,,2,,8,6,6,,8
2107061092,Descent2e,1,ROUND_OVER,155,10,4,264,7,4,3,2,2,11,,2,,8,2,6,,5
2107061092,Descent2e,2,ROUND_OVER,203,9,4,264,7,4,5,2,2,11,,2,,8,2,6,,Dead
2107061092,Descent2e,3,ROUND_OVER,239,8,4,264,9,4,7,2,2,10,,2,,8,Dead,6,,Dead
2107061092,Descent2e,4,GAME_OVER,240,0,4,264,9,4,7,2,2,10,,2,,8,Dead,6,,Dead
-1180556821,Descent2e,0,ROUND_OVER,116,10,4,265,10,4,1,2,2,14,,2,,8,6,6,,8
-1180556821,Descent2e,1,ROUND_OVER,156,10,4,265,10,4,3,2,2,12,,2,,8,6,4,,8
-1180556821,Descent2e,2,ROUND_OVER,200,10,4,265,6,4,5,2,2,8,,2,,8,6,1,,8
-1180556821,Descent2e,3,ROUND_OVER,237,9,4,265,9,4,7,2,2,7,,2,,8,Dead,2,,8
-1180556821,Descent2e,4,GAME_OVER,238,0,4,265,9,4,7,2,2,7,,2,,8,Dead,2,,8
1209010955,Descent2e,0,ROUND_OVER,113,10,4,266,8,4,1,2,2,10,,2,,11,6,6,,8
1209010955,Descent2e,1,ROUND_OVER,156,10,4,266,8,4,3,2,2,10,,2,,11,6,4,,8
1209010955,Descent2e,2,ROUND_OVER,191,9,4,266,8,4,5,2,2,10,,2,,9,Dead,6,,8
1209010955,Descent2e,3,ROUND_OVER,233,9,4,266,8,4,7,2,2,10,,2,,9,Dead,6,,8
1209010955,Descent2e,4,GAME_OVER,235,0,4,266,8,4,7,2,2,10,,2,,9,Dead,6,,8
2129887662,Descent2e,0,ROUND_OVER,80,10,4,267,14,4,1,2,2,12,,2,,8,6,6,,8
2129887662,Descent2e,1,ROUND_OVER,154,10,4,267,14,4,3,2,2,12,,2,,1,6,6,,8
2129887662,Descent2e,2,ROUND_OVER,197,10,4,267,14,4,5,2,2,12,,2,,3,6,6,,8
2129887662,Descent2e,3,ROUND_OVER,235,10,4,267,14,4,7,2,2,10,,2,,3,6,6,,8
2129887662,Descent2e,4,GAME_OVER,236,0,4,267,14,4,7,2,2,10,,2,,3,6,6,,8
-1321594639,Descent2e,0,ROUND_OVER,92,9,4,268,10,4,1,2,2,13,,2,,8,6,6,,8
-1321594639,Descent2e,1,ROUND_OVER,148,10,4,268,10,4,3,2,2,13,,2,,8,6,4,,8
-1321594639,Descent2e,2,ROUND_OVER,197,10,4,268,10,4,5,2,2,13,,2,,8,6,1,,8
-1321594639,Descent2e,3,ROUND_OVER,242,10,4,268,10,4,7,2,2,14,,2,,8,6,1,,8
-1321594639,Descent2e,4,GAME_OVER,243,0,4,268,10,4,7,2,2,14,,2,,8,6,1,,8
-1127357064,Descent2e,0,ROUND_OVER,103,10,4,269,8,4,1,2,2,1,,2,,14,3,6,,8
-1127357064,Descent2e,1,ROUND_OVER,144,8,4,269,8,4,3,2,2,1,,2,,14,Dead,Dead,,7
-1127357064,Descent2e,2,ROUND_OVER,170,8,4,269,8,4,5,2,2,0,,2,,14,Dead,Dead,,6
-1127357064,Descent2e,3,GAME_OVER,179,1,4,269,8,4,5,2,2,4,,2,,14,Dead,Dead,,Dead
1637927349,Descent2e,0,ROUND_OVER,97,9,4,270,8,4,1,2,2,14,,2,,10,6,6,,8
1637927349,Descent2e,1,ROUND_OVER,137,10,4,270,8,4,3,2,2,14,,2,,10,6,6,,8
1637927349,Descent2e,2,ROUND_OVER,200,10,4,270,8,4,5,2,2,14,,2,,10,6,6,,6
1637927349,Descent2e,3,ROUND_OVER,237,10,4,270,8,4,7,2,2,13,,2,,10,6,6,,4
1637927349,Descent2e,4,GAME_OVER,238,0,4,270,8,4,7,2,2,13,,2,,10,6,6,,4
513738248,Descent2e,0,ROUND_OVER,92,10,4,271,10,4,1,2,2,14,,2,,10,6,2,,8
513738248,Descent2e,1,ROUND_OVER,130,9,4,271,10,4,3,2,2,14,,2,,10,Dead,5,,8
513738248,Descent2e,2,ROUND_OVER,175,9,4,271,10,4,5,2,2,13,,2,,7,Dead,4,,6
513738248,Descent2e,3,ROUND_OVER,197,8,4,271,10,4,7,2,2,13,,2,,7,Dead,Dead,,6
513738248,Descent2e,4,GAME_OVER,198,0,4,271,10,4,7,2,2,13,,2,,7,Dead,Dead,,6
-1286324348,Descent2e,0,ROUND_OVER,105,10,4,272,8,4,1,2,2,12,,2,,8,6,6,,8
-1286324348,Descent2e,1,ROUND_OVER,142,10,4,272,8,4,3,2,2,10,,2,,12,6,4,,8
-1286324348,Descent2e,2,ROUND_OVER,186,10,4,272,8,4,5,2,2,10,,2,,4,6,1,,8
-1286324348,Descent2e,3,ROUND_OVER,226,10,4,272,8,4,7,2,2,8,,2,,3,6,1,,8
-1286324348,Descent2e,4,GAME_OVER,227,0,4,272,8,4,7,2,2,8,,2,,3,6,1,,8
-84487886,Descent2e,0,ROUND_OVER,123,10,4,273,12,3,1,2,2,6,,2,,12,6,6,,8
-84487886,Descent2e,1,ROUND_OVER,161,10,4,273,12,3,3,2,2,3,,2,,12,6,6,,8
-84487886,Descent2e,2,ROUND_OVER,202,10,4,273,8,3,5,2,2,4,,2,,12,6,5,,8
-84487886,Descent2e,3,ROUND_OVER,249,10,4,273,9,3,7,2,2,4,,2,,12,6,4,,8
-84487886,Descent2e,4,GAME_OVER,250,0,4,273,9,3,7,2,2,4,,2,,12,6,4,,8
-574335371,Descent2e,0,ROUND_OVER,94,10,4,274,9,4,1,2,2,12,,2,,4,6,6,,8
-574335371,Descent2e,1,ROUND_OVER,145,10,4,274,7,4,3,2,2,12,,2,,4,3,6,,8
-574335371,Descent2e,2,ROUND_OVER,193,10,4,274,7,4,5,2,2,12,,2,,4,3,6,,8
-574335371,Descent2e,3,ROUND_OVER,248,10,4,274,7,4,7,2,2,12,,2,,4,1,6,,8
-574335371,Descent2e,4,GAME_OVER,249,0,4,274,7,4,7,2,2,12,,2,,4,1,6,,8
-2013315022,Descent2e,0,ROUND_OVER,112,10,4,275,12,4,1,2,2,7,,2,,9,6,6,,8
-2013315022,Descent2e,1,ROUND_OVER,150,10,4,275,6,4,3,2,2,10,,2,,9,3,6,,8
-2013315022,Descent2e,2,ROUND_OVER,182,9,4,275,6,4,5,2,2,10,,2,,9,Dead,6,,5
-2013315022,Descent2e,3,ROUND_OVER,212,8,4,275,9,4,7,2,2,8,,2,,9,Dead,6,,Dead
-2013315022,Descent2e,4,GAME_OVER,213,0,4,275,9,4,7,2,2,8,,2,,9,Dead,6,,Dead
-562171916,Descent2e,0,ROUND_OVER,103,9,4,276,8,4,0,2,2,9,,2,,8,Dead,6,,8
-562171916,Descent2e,1,ROUND_OVER,148,8,4,276,6,4,1,2,2,9,,2,,8,Dead,Dead,,8
-562171916,Descent2e,2,ROUND_OVER,170,8,4,276,6,4,3,2,2,7,,2,,8,Dead,Dead,,8
-562171916,Descent2e,3,GAME_OVER,183,2,4,276,6,4,3,2,2,7,,2,,8,Dead,Dead,,Dead
-36790718,Descent2e,0,ROUND_OVER,118,10,4,277,10,4,1,2,2,12,,2,,10,6,6,,8
-36790718,Descent2e,1,ROUND_OVER,145,9,4,277,10,4,3,2,2,10,,2,,10,Dead,3,,8
-36790718,Descent2e,2,ROUND_OVER,180,8,4,277,10,4,5,2,2,10,,2,,10,Dead,Dead,,1
-36790718,Descent2e,3,GAME_OVER,184,0,4,277,10,4,5,2,2,8,,2,,10,Dead,Dead,,Dead
1190962726,Descent2e,0,ROUND_OVER,114,10,4,278,6,4,1,2,2,8,,2,,14,6,5,,8
1190962726,Descent2e,1,ROUND_OVER,154,10,4,278,5,4,3,2,2,8,,2,,14,2,5,,8
1190962726,Descent2e,2,ROUND_OVER,193,9,4,278,5,4,5,2,2,8,,2,,14,Dead,1,,8
1190962726,Descent2e,3,ROUND_OVER,235,8,4,278,5,4,7,2,2,8,,2,,13,Dead,Dead,,8
1190962726,Descent2e,4,GAME_OVER,236,0,4,278,5,4,7,2,2,8,,2,,13,Dead,Dead,,8
-896255439,Descent2e,0,ROUND_OVER,98,10,4,279,8,4,1,2,2,8,,2,,12,6,6,,5
-896255439,Descent2e,1,ROUND_OVER,130,10,4,279,8,4,3,2,2,8,,2,,12,6,6,,5
-896255439,Descent2e,2,ROUND_OVER,183,10,4,279,8,4,5,2,2,8,,2,,9,6,6,,3
-896255439,Descent2e,3,ROUND_OVER,235,9,4,279,8,4,7,2,2,8,,2,,9,6,6,,Dead
-896255439,Descent2e,4,GAME_OVER,236,0,4,279,8,4,7,2,2,8,,2,,9,6,6,,Dead
-549546384,Descent2e,0,ROUND_OVER,89,10,4,280,10,1,1,2,2,8,,2,,8,6,6,,8
-549546384,Descent2e,1,ROUND_OVER,133,10,4,280,10,1,3,1,2,8,,2,,8,6,6,,8
-549546384,Descent2e,2,ROUND_OVER,187,10,4,280,7,1,5,1,2,3,,2,,8,6,6,,8
-549546384,Descent2e,3,ROUND_OVER,239,10,4,280,5,1,7,1,2,3,,2,,8,6,5,,8
-549546384,Descent2e,4,GAME_OVER,240,0,4,280,5,1,7,1,2,3,,2,,8,6,5,,8
1198075658,Descent2e,0,ROUND_OVER,106,10,4,281,8,4,1,2,2,12,,2,,11,6,6,,8
1198075658,Descent2e,1,ROUND_OVER,138,10,4,281,8,4,3,2,2,12,,2,,10,6,6,,5
1198075658,Descent2e,2,ROUND_OVER,186,10,4,281,8,4,5,1,2,12,,2,,9,6,6,,5
1198075658,Descent2e,3,ROUND_OVER,232,9,4,281,8,4,7,2,2,12,,2,,6,6,6,,2
1198075658,Descent2e,4,GAME_OVER,233,0,4,281,8,4,7,2,2,12,,2,,6,6,6,,2
15182467,Descent2e,0,ROUND_OVER,111,10,4,282,10,4,1,2,2,9,,2,,10,6,6,,8
15182467,Descent2e,1,ROUND_OVER,157,10,4,282,10,4,3,2,2,6,,2,,10,5,6,,8
15182467,Descent2e,2,ROUND_OVER,202,10,4,282,10,4,5,2,2,8,,2,,5,3,6,,8
15182467,Descent2e,3,ROUND_OVER,250,10,4,282,10,4,7,2,2,2,,2,,5,3,3,,8
15182467,Descent2e,4,GAME_OVER,251,0,4,282,10,4,7,2,2,2,,2,,5,3,3,,8
1647649545,Descent2e,0,ROUND_OVER,100,10,4,283,14,2,1,2,2,5,,2,,4,2,6,,8
1647649545,Descent2e,1,ROUND_OVER,147,9,4,283,14,2,3,2,2,5,,2,,4,Dead,6,,6
1647649545,Descent2e,2,ROUND_OVER,172,8,4,283,10,2,5,2,2,5,,2,,4,Dead,2,,Dead
1647649545,Descent2e,3,GAME_OVER,174,0,4,283,10,2,5,2,2,5,,2,,4,Dead,Dead,,Dead
126951839,Descent2e,0,ROUND_OVER,105,10,4,284,8,4,1,2,2,9,,2,,10,6,6,,8
126951839,Descent2e,1,ROUND_OVER,154,10,4,284,8,4,3,2,2,12,,2,,10,3,6,,8
