GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,Hero 2 Archetype,Hero 1 Archetype,Hero 1 Class,Hero 3 Class,Hero 2 Class,Hero 1,Hero 3,Hero 3 Archetype,Hero 2
846901593,Descent2e,0,ABOUT_TO_START,0,0,4,164,Healer,Scout,Thief,Berserker,Disciple,Jain Fairwood,Grisban the Thirsty,Warrior,Ashrian
1520978718,Descent2e,0,ABOUT_TO_START,0,0,4,165,Healer,Warrior,Berserker,Thief,Disciple,Grisban the Thirsty,Jain Fairwood,Scout,Ashrian
1513447411,Descent2e,0,ABOUT_TO_START,0,0,4,166,Mage,Warrior,Berserker,Thief,Runemaster,Grisban the Thirsty,Jain Fairwood,Scout,Leoric of the Book
-647629730,Descent2e,0,ABOUT_TO_START,0,0,4,167,Scout,Warrior,Berserker,Runemaster,Thief,Syndrael,Widow Tarha,Mage,Jain Fairwood
1546136617,Descent2e,0,ABOUT_TO_START,0,0,4,168,Scout,Mage,Runemaster,Berserker,Thief,Leoric of the Book,Grisban the Thirsty,Warrior,Tomble Burrowell
866825363,Descent2e,0,ABOUT_TO_START,0,0,4,169,Warrior,Scout,Thief,Runemaster,Berserker,Jain Fairwood,Leoric of the Book,Mage,Grisban the Thirsty
1112549295,Descent2e,0,ABOUT_TO_START,0,0,4,170,Warrior,Mage,Runemaster,Thief,Berserker,Leoric of the Book,Jain Fairwood,Scout,Syndrael
866870163,Descent2e,0,ABOUT_TO_START,0,0,4,171,Warrior,Scout,Thief,Runemaster,Berserker,Jain Fairwood,Leoric of the Book,Mage,Syndrael
-188484132,Descent2e,0,ABOUT_TO_START,0,0,4,172,Scout,Warrior,Berserker,Runemaster,Thief,Syndrael,Widow Tarha,Mage,Jain Fairwood
-1317565725,Descent2e,0,ABOUT_TO_START,0,0,4,173,Scout,Warrior,Berserker,Runemaster,Thief,Syndrael,Widow Tarha,Mage,Tomble Burrowell
-1870858449,Descent2e,0,ABOUT_TO_START,0,0,4,174,Mage,Scout,Thief,Berserker,Runemaster,Jain Fairwood,Syndrael,Warrior,Leoric of the Book
151649086,Descent2e,0,ABOUT_TO_START,0,0,4,175,Healer,Scout,Thief,Berserker,Disciple,Jain Fairwood,Grisban the Thirsty,Warrior,Ashrian
-1672927408,Descent2e,0,ABOUT_TO_START,0,0,4,176,Healer,Warrior,Berserker,Thief,Disciple,Syndrael,Tomble Burrowell,Scout,Ashrian
620316932,Descent2e,0,ABOUT_TO_START,0,0,4,177,Healer,Mage,Runemaster,Berserker,Disciple,Leoric of the Book,Grisban the Thirsty,Warrior,Ashrian
-1748550662,Descent2e,0,ABOUT_TO_START,0,0,4,178,Mage,Scout,Thief,Berserker,Runemaster,Tomble Burrowell,Syndrael,Warrior,Widow Tarha
-89964064,Descent2e,0,ABOUT_TO_START,0,0,4,179,Mage,Scout,Thief,Berserker,Runemaster,Tomble Burrowell,Grisban the Thirsty,Warrior,Widow Tarha
176192887,Descent2e,0,ABOUT_TO_START,0,0,4,180,Warrior,Healer,Disciple,Runemaster,Berserker,Ashrian,Leoric of the Book,Mage,Syndrael
392473391,Descent2e,0,ABOUT_TO_START,0,0,4,181,Warrior,Scout,Thief,Disciple,Berserker,Jain Fairwood,Avric Albright,Healer,Syndrael
-757897836,Descent2e,0,ABOUT_TO_START,0,0,4,182,Warrior,Scout,Thief,Disciple,Berserker,Tomble Burrowell,Avric Albright,Healer,Syndrael
-778946589,Descent2e,0,ABOUT_TO_START,0,0,4,183,Healer,Mage,Runemaster,Thief,Disciple,Leoric of the Book,Jain Fairwood,Scout,Avric Albright
1252024377,Descent2e,0,ABOUT_TO_START,0,0,4,184,Healer,Scout,Thief,Berserker,Disciple,Jain Fairwood,Syndrael,Warrior,Ashrian
-2051246598,Descent2e,0,ABOUT_TO_START,0,0,4,185,Healer,Warrior,Berserker,Thief,Disciple,Syndrael,Jain Fairwood,Scout,Avric Albright
2118557955,Descent2e,0,ABOUT_TO_START,0,0,4,186,Healer,Mage,Runemaster,Thief,Disciple,Widow Tarha,Jain Fairwood,Scout,Ashrian
-985741623,Descent2e,0,ABOUT_TO_START,0,0,4,187,Warrior,Mage,Runemaster,Thief,Berserker,Leoric of the Book,Jain Fairwood,Scout,Grisban the Thirsty
1051456408,Descent2e,0,ABOUT_TO_START,0,0,4,188,Healer,Mage,Runemaster,Thief,Disciple,Widow Tarha,Tomble Burrowell,Scout,Ashrian
1055005349,Descent2e,0,ABOUT_TO_START,0,0,4,189,Scout,Warrior,Berserker,Runemaster,Thief,Syndrael,Widow Tarha,Mage,Tomble Burrowell
-286242674,Descent2e,0,ABOUT_TO_START,0,0,4,190,Scout,Healer,Disciple,Berserker,Thief,Ashrian,Syndrael,Warrior,Tomble Burrowell
1713139624,Descent2e,0,ABOUT_TO_START,0,0,4,191,Mage,Warrior,Berserker,Disciple,Runemaster,Grisban the Thirsty,Avric Albright,Healer,Widow Tarha
1313838869,Descent2e,0,ABOUT_TO_START,0,0,4,192,Scout,Healer,Disciple,Runemaster,Thief,Avric Albright,Widow Tarha,Mage,Jain Fairwood
-1709454157,Descent2e,0,ABOUT_TO_START,0,0,4,193,Mage,Scout,Thief,Berserker,Runemaster,Jain Fairwood,Grisban the Thirsty,Warrior,Leoric of the Book
-55309369,Descent2e,0,ABOUT_TO_START,0,0,4,194,Healer,Mage,Runemaster,Berserker,Disciple,Widow Tarha,Grisban the Thirsty,Warrior,Ashrian
-553587499,Descent2e,0,ABOUT_TO_START,0,0,4,195,Mage,Healer,Disciple,Berserker,Runemaster,Avric Albright,Grisban the Thirsty,Warrior,Widow Tarha
939226962,Descent2e,0,ABOUT_TO_START,0,0,4,196,Warrior,Healer,Disciple,Runemaster,Berserker,Avric Albright,Leoric of the Book,Mage,Syndrael
-647111492,Descent2e,0,ABOUT_TO_START,0,0,4,197,Healer,Warrior,Berserker,Thief,Disciple,Syndrael,Tomble Burrowell,Scout,Ashrian
-1113582644,Descent2e,0,ABOUT_TO_START,0,0,4,198,Healer,Mage,Runemaster,Berserker,Disciple,Widow Tarha,Syndrael,Warrior,Ashrian
-388580641,Descent2e,0,ABOUT_TO_START,0,0,4,199,Healer,Mage,Runemaster,Berserker,Disciple,Leoric of the Book,Syndrael,Warrior,Avric Albright
333649400,Descent2e,0,ABOUT_TO_START,0,0,4,200,Scout,Warrior,Berserker,Runemaster,Thief,Grisban the Thirsty,Leoric of the Book,Mage,Jain Fairwood
44985473,Descent2e,0,ABOUT_TO_START,0,0,4,201,Healer,Scout,Thief,Berserker,Disciple,Tomble Burrowell,Grisban the Thirsty,Warrior,Avric Albright
25864137,Descent2e,0,ABOUT_TO_START,0,0,4,202,Healer,Mage,Runemaster,Berserker,Disciple,Leoric of the Book,Syndrael,Warrior,Ashrian
809155775,Descent2e,0,ABOUT_TO_START,0,0,4,203,Scout,Mage,Runemaster,Berserker,Thief,Widow Tarha,Syndrael,Warrior,Tomble Burrowell
-1315771430,Descent2e,0,ABOUT_TO_START,0,0,4,204,Warrior,Healer,Disciple,Runemaster,Berserker,Ashrian,Widow Tarha,Mage,Syndrael
-652750784,Descent2e,0,ABOUT_TO_START,0,0,4,205,Mage,Warrior,Berserker,Thief,Runemaster,Syndrael,Tomble Burrowell,Scout,Widow Tarha
-1438181952,Descent2e,0,ABOUT_TO_START,0,0,4,206,Scout,Healer,Disciple,Runemaster,Thief,Avric Albright,Widow Tarha,Mage,Jain Fairwood
-103583923,Descent2e,0,ABOUT_TO_START,0,0,4,207,Warrior,Scout,Thief,Runemaster,Berserker,Jain Fairwood,Widow Tarha,Mage,Grisban the Thirsty
-264533670,Descent2e,0,ABOUT_TO_START,0,0,4,208,Healer,Warrior,Berserker,Runemaster,Disciple,Grisban the Thirsty,Widow Tarha,Mage,Avric Albright
-2003881654,Descent2e,0,ABOUT_TO_START,0,0,4,209,Mage,Healer,Disciple,Thief,Runemaster,Ashrian,Jain Fairwood,Scout,Leoric of the Book
1194976140,Descent2e,0,ABOUT_TO_START,0,0,4,210,Healer,Scout,Thief,Runemaster,Disciple,Jain Fairwood,Widow Tarha,Mage,Ashrian
740515828,Descent2e,0,ABOUT_TO_START,0,0,4,211,Scout,Warrior,Berserker,Disciple,Thief,Syndrael,Ashrian,Healer,Jain Fairwood
-1981556469,Descent2e,0,ABOUT_TO_START,0,0,4,212,Healer,Scout,Thief,Runemaster,Disciple,Jain Fairwood,Widow Tarha,Mage,Avric Albright
-115718702,Descent2e,0,ABOUT_TO_START,0,0,4,213,Warrior,Scout,Thief,Disciple,Berserker,Tomble Burrowell,Avric Albright,Healer,Grisban the Thirsty
-1324315614,Descent2e,0,ABOUT_TO_START,0,0,4,214,Scout,Mage,Runemaster,Berserker,Thief,Widow Tarha,Grisban the Thirsty,Warrior,Tomble Burrowell
595581609,Descent2e,0,ABOUT_TO_START,0,0,4,215,Healer,Mage,Runemaster,Berserker,Disciple,Leoric of the Book,Syndrael,Warrior,Ashrian
-391485289,Descent2e,0,ABOUT_TO_START,0,0,4,216,Healer,Warrior,Berserker,Runemaster,Disciple,Syndrael,Widow Tarha,Mage,Avric Albright
760754694,Descent2e,0,ABOUT_TO_START,0,0,4,217,Scout,Warrior,Berserker,Disciple,Thief,Syndrael,Avric Albright,Healer,Jain Fairwood
-1277080294,Descent2e,0,ABOUT_TO_START,0,0,4,218,Healer,Scout,Thief,Berserker,Disciple,Jain Fairwood,Syndrael,Warrior,Ashrian
-1578106088,Descent2e,0,ABOUT_TO_START,0,0,4,219,Mage,Warrior,Berserker,Thief,Runemaster,Grisban the Thirsty,Jain Fairwood,Scout,Widow Tarha
223861731,Descent2e,0,ABOUT_TO_START,0,0,4,220,Healer,Mage,Runemaster,Berserker,Disciple,Leoric of the Book,Grisban the Thirsty,Warrior,Avric Albright
1602152035,Descent2e,0,ABOUT_TO_START,0,0,4,221,Warrior,Mage,Runemaster,Thief,Berserker,Leoric of the Book,Jain Fairwood,Scout,Grisban the Thirsty
-683947923,Descent2e,0,ABOUT_TO_START,0,0,4,222,Scout,Mage,Runemaster,Berserker,Thief,Widow Tarha,Grisban the Thirsty,Warrior,Jain Fairwood
138923296,Descent2e,0,ABOUT_TO_START,0,0,4,223,Warrior,Healer,Disciple,Thief,Berserker,Ashrian,Jain Fairwood,Scout,Syndrael
-1107104144,Descent2e,0,ABOUT_TO_START,0,0,4,224,Healer,Warrior,Berserker,Thief,Disciple,Grisban the Thirsty,Tomble Burrowell,Scout,Ashrian
916426565,Descent2e,0,ABOUT_TO_START,0,0,4,225,Healer,Scout,Thief,Berserker,Disciple,Jain Fairwood,Grisban the Thirsty,Warrior,Avric Albright
-1124368768,Descent2e,0,ABOUT_TO_START,0,0,4,226,Scout,Warrior,Berserker,Disciple,Thief,Syndrael,Avric Albright,Healer,Jain Fairwood
-1021998975,Descent2e,0,ABOUT_TO_START,0,0,4,227,Scout,Warrior,Berserker,Disciple,Thief,Grisban the Thirsty,Ashrian,Healer,Tomble Burrowell
883468036,Descent2e,0,ABOUT_TO_START,0,0,4,228,Mage,Warrior,Berserker,Disciple,Runemaster,Grisban the Thirsty,Avric Albright,Healer,Leoric of the Book
-1358304835,Descent2e,0,ABOUT_TO_START,0,0,4,229,Mage,Warrior,Berserker,Disciple,Runemaster,Syndrael,Avric Albright,Healer,Widow Tarha
1564042337,Descent2e,0,ABOUT_TO_START,0,0,4,230,Healer,Mage,Runemaster,Berserker,Disciple,Leoric of the Book,Syndrael,Warrior,Ashrian
1546646484,Descent2e,0,ABOUT_TO_START,0,0,4,231,Scout,Mage,Runemaster,Berserker,Thief,Widow Tarha,Grisban the Thirsty,Warrior,Tomble Burrowell
1319215497,Descent2e,0,ABOUT_TO_START,0,0,4,232,Mage,Healer,Disciple,Thief,Runemaster,Avric Albright,Tomble Burrowell,Scout,Widow Tarha
-2049994330,Descent2e,0,ABOUT_TO_START,0,0,4,233,Warrior,Mage,Runemaster,Thief,Berserker,Widow Tarha,Jain Fairwood,Scout,Syndrael
399120975,Descent2e,0,ABOUT_TO_START,0,0,4,234,Mage,Healer,Disciple,Thief,Runemaster,Avric Albright,Jain Fairwood,Scout,Leoric of the Book
203295418,Descent2e,0,ABOUT_TO_START,0,0,4,235,Scout,Warrior,Berserker,Runemaster,Thief,Grisban the Thirsty,Widow Tarha,Mage,Tomble Burrowell
-385379532,Descent2e,0,ABOUT_TO_START,0,0,4,236,Scout,Warrior,Berserker,Runemaster,Thief,Grisban the Thirsty,Widow Tarha,Mage,Tomble Burrowell
-840590086,Descent2e,0,ABOUT_TO_START,0,0,4,237,Healer,Warrior,Berserker,Runemaster,Disciple,Syndrael,Leoric of the Book,Mage,Avric Albright
1854572159,Descent2e,0,ABOUT_TO_START,0,0,4,238,Warrior,Healer,Disciple,Thief,Berserker,Ashrian,Jain Fairwood,Scout,Grisban the Thirsty
-2072968360,Descent2e,0,ABOUT_TO_START,0,0,4,239,Scout,Warrior,Berserker,Disciple,Thief,Syndrael,Ashrian,Healer,Jain Fairwood
564948201,Descent2e,0,ABOUT_TO_START,0,0,4,240,Warrior,Healer,Disciple,Thief,Berserker,Avric Albright,Jain Fairwood,Scout,Grisban the Thirsty
242489441,Descent2e,0,ABOUT_TO_START,0,0,4,241,Scout,Mage,Runemaster,Berserker,Thief,Leoric of the Book,Syndrael,Warrior,Jain Fairwood
-2020288483,Descent2e,0,ABOUT_TO_START,0,0,4,242,Healer,Warrior,Berserker,Runemaster,Disciple,Syndrael,Widow Tarha,Mage,Avric Albright
1086074626,Descent2e,0,ABOUT_TO_START,0,0,4,243,Scout,Warrior,Berserker,Runemaster,Thief,Grisban the Thirsty,Widow Tarha,Mage,Tomble Burrowell
-1032405027,Descent2e,0,ABOUT_TO_START,0,0,4,244,Warrior,Scout,Thief,Runemaster,Berserker,Jain Fairwood,Leoric of the Book,Mage,Syndrael
-87541493,Descent2e,0,ABOUT_TO_START,0,0,4,245,Mage,Healer,Disciple,Thief,Runemaster,Ashrian,Tomble Burrowell,Scout,Leoric of the Book
-543934832,Descent2e,0,ABOUT_TO_START,0,0,4,246,Healer,Warrior,Berserker,Runemaster,Disciple,Syndrael,Widow Tarha,Mage,Avric Albright
777892406,Descent2e,0,ABOUT_TO_START,0,0,4,247,Healer,Scout,Thief,Berserker,Disciple,Tomble Burrowell,Syndrael,Warrior,Avric Albright
873285756,Descent2e,0,ABOUT_TO_START,0,0,4,248,Healer,Warrior,Berserker,Runemaster,Disciple,Syndrael,Leoric of the Book,Mage,Avric Albright
-1504225346,Descent2e,0,ABOUT_TO_START,0,0,4,249,Healer,Scout,Thief,Berserker,Disciple,Tomble Burrowell,Grisban the Thirsty,Warrior,Avric Albright
-351428350,Descent2e,0,ABOUT_TO_START,0,0,4,250,Healer,Mage,Runemaster,Berserker,Disciple,Widow Tarha,Grisban the Thirsty,Warrior,Ashrian
1460029387,Descent2e,0,ABOUT_TO_START,0,0,4,251,Mage,Warrior,Berserker,Disciple,Runemaster,Syndrael,Avric Albright,Healer,Leoric of the Book
519422861,Descent2e,0,ABOUT_TO_START,0,0,4,252,Mage,Warrior,Berserker,Disciple,Runemaster,Syndrael,Avric Albright,Healer,Widow Tarha
-2020734670,Descent2e,0,ABOUT_TO_START,0,0,4,253,Healer,Warrior,Berserker,Runemaster,Disciple,Syndrael,Widow Tarha,Mage,Ashrian
-1646738913,Descent2e,0,ABOUT_TO_START,0,0,4,254,Mage,Scout,Thief,Berserker,Runemaster,Tomble Burrowell,Syndrael,Warrior,Widow Tarha
1310557033,Descent2e,0,ABOUT_TO_START,0,0,4,255,Scout,Warrior,Berserker,Disciple,Thief,Grisban the Thirsty,Ashrian,Healer,Jain Fairwood
-303468140,Descent2e,0,ABOUT_TO_START,0,0,4,256,Healer,Scout,Thief,Runemaster,Disciple,Jain Fairwood,Leoric of the Book,Mage,Ashrian
-1140332644,Descent2e,0,ABOUT_TO_START,0,0,4,257,Healer,Warrior,Berserker,Runemaster,Disciple,Syndrael,Widow Tarha,Mage,Ashrian
-1033126884,Descent2e,0,ABOUT_TO_START,0,0,4,258,Warrior,Mage,Runemaster,Disciple,Berserker,Widow Tarha,Ashrian,Healer,Grisban the Thirsty
16992059,Descent2e,0,ABOUT_TO_START,0,0,4,259,Mage,Scout,Thief,Berserker,Runemaster,Jain Fairwood,Grisban the Thirsty,Warrior,Leoric of the Book
-479990665,Descent2e,0,ABOUT_TO_START,0,0,4,260,Mage,Warrior,Berserker,Thief,Runemaster,Grisban the Thirsty,Tomble Burrowell,Scout,Widow Tarha
-1249779320,Descent2e,0,ABOUT_TO_START,0,0,4,261,Warrior,Scout,Thief,Runemaster,Berserker,Jain Fairwood,Widow Tarha,Mage,Grisban the Thirsty
-750178054,Descent2e,0,ABOUT_TO_START,0,0,4,262,Warrior,Mage,Runemaster,Thief,Berserker,Leoric of the Book,Tomble Burrowell,Scout,Grisban the Thirsty
-1123655453,Descent2e,0,ABOUT_TO_START,0,0,4,263,Healer,Mage,Runemaster,Thief,Disciple,Leoric of the Book,Tomble Burrowell,Scout,Ashrian
2107061092,Descent2e,0,ABOUT_TO_START,0,0,4,264,Scout,Healer,Disciple,Berserker,Thief,Ashrian,Syndrael,Warrior,Tomble Burrowell
-1180556821,Descent2e,0,ABOUT_TO_START,0,0,4,265,Scout,Healer,Disciple,Berserker,Thief,Ashrian,Grisban the Thirsty,Warrior,Tomble Burrowell
1209010955,Descent2e,0,ABOUT_TO_START,0,0,4,266,Warrior,Mage,Runemaster,Disciple,Berserker,Leoric of the Book,Ashrian,Healer,Syndrael
2129887662,Descent2e,0,ABOUT_TO_START,0,0,4,267,Mage,Warrior,Berserker,Disciple,Runemaster,Grisban the Thirsty,Avric Albright,Healer,Leoric of the Book
-1321594639,Descent2e,0,ABOUT_TO_START,0,0,4,268,Mage,Healer,Disciple,Berserker,Runemaster,Ashrian,Grisban the Thirsty,Warrior,Leoric of the Book
-1127357064,Descent2e,0,ABOUT_TO_START,0,0,4,269,Warrior,Mage,Runemaster,Thief,Berserker,Leoric of the Book,Jain Fairwood,Scout,Grisban the Thirsty
1637927349,Descent2e,0,ABOUT_TO_START,0,0,4,270,Mage,Scout,Thief,Berserker,Runemaster,Tomble Burrowell,Grisban the Thirsty,Warrior,Widow Tarha
513738248,Descent2e,0,ABOUT_TO_START,0,0,4,271,Mage,Healer,Disciple,Berserker,Runemaster,Ashrian,Grisban the Thirsty,Warrior,Widow Tarha
-1286324348,Descent2e,0,ABOUT_TO_START,0,0,4,272,Warrior,Scout,Thief,Disciple,Berserker,Tomble Burrowell,Avric Albright,Healer,Syndrael
-84487886,Descent2e,0,ABOUT_TO_START,0,0,4,273,Healer,Warrior,Berserker,Thief,Disciple,Syndrael,Jain Fairwood,Scout,Avric Albright
-574335371,Descent2e,0,ABOUT_TO_START,0,0,4,274,Scout,Mage,Runemaster,Disciple,Thief,Widow Tarha,Avric Albright,Healer,Tomble Burrowell
-2013315022,Descent2e,0,ABOUT_TO_START,0,0,4,275,Warrior,Healer,Disciple,Runemaster,Berserker,Avric Albright,Widow Tarha,Mage,Syndrael
-562171916,Descent2e,0,ABOUT_TO_START,0,0,4,276,Scout,Mage,Runemaster,Berserker,Thief,Leoric of the Book,Syndrael,Warrior,Jain Fairwood
-36790718,Descent2e,0,ABOUT_TO_START,0,0,4,277,Mage,Healer,Disciple,Berserker,Runemaster,Ashrian,Syndrael,Warrior,Widow Tarha
1190962726,Descent2e,0,ABOUT_TO_START,0,0,4,278,Warrior,Scout,Thief,Runemaster,Berserker,Jain Fairwood,Leoric of the Book,Mage,Grisban the Thirsty
-896255439,Descent2e,0,ABOUT_TO_START,0,0,4,279,Warrior,Scout,Thief,Runemaster,Berserker,Tomble Burrowell,Leoric of the Book,Mage,Grisban the Thirsty
-549546384,Descent2e,0,ABOUT_TO_START,0,0,4,280,Scout,Warrior,Berserker,Runemaster,Thief,Grisban the Thirsty,Widow Tarha,Mage,Jain Fairwood
1198075658,Descent2e,0,ABOUT_TO_START,0,0,4,281,Healer,Scout,Thief,Berserker,Disciple,Tomble Burrowell,Syndrael,Warrior,Avric Albright
15182467,Descent2e,0,ABOUT_TO_START,0,0,4,282,Mage,Healer,Disciple,Berserker,Runemaster,Ashrian,Syndrael,Warrior,Widow Tarha
1647649545,Descent2e,0,ABOUT_TO_START,0,0,4,283,Mage,Warrior,Berserker,Thief,Runemaster,Grisban the Thirsty,Jain Fairwood,Scout,Widow Tarha
126951839,Descent2e,0,ABOUT_TO_START,0,0,4,284,Mage,Scout,Thief,Disciple,Runemaster,Tomble Burrowell,Avric Albright,Healer,Widow Tarha
-1203609223,Descent2e,0,ABOUT_TO_START,0,0,4,285,Mage,Scout,Thief,Disciple,Runemaster,Tomble Burrowell,Ashrian,Healer,Widow Tarha
-1323214870,Descent2e,0,ABOUT_TO_START,0,0,4,286,Scout,Warrior,Berserker,Runemaster,Thief,Syndrael,Widow Tarha,Mage,Jain Fairwood
959109931,Descent2e,0,ABOUT_TO_START,0,0,4,287,Warrior,Mage,Runemaster,Disciple,Berserker,Widow Tarha,Ashrian,Healer,Grisban the Thirsty
559022089,Descent2e,0,ABOUT_TO_START,0,0,4,288,Warrior,Mage,Runemaster,Disciple,Berserker,Widow Tarha,Avric Albright,Healer,Syndrael
-1323421024,Descent2e,0,ABOUT_TO_START,0,0,4,289,Scout,Warrior,Berserker,Disciple,Thief,Grisban the Thirsty,Ashrian,Healer,Jain Fairwood
806994786,Descent2e,0,ABOUT_TO_START,0,0,4,290,Scout,Warrior,Berserker,Runemaster,Thief,Grisban the Thirsty,Widow Tarha,Mage,Jain Fairwood
-1241361365,Descent2e,0,ABOUT_TO_START,0,0,4,291,Scout,Mage,Runemaster,Disciple,Thief,Widow Tarha,Avric Albright,Healer,Tomble Burrowell
-1531078731,Descent2e,0,ABOUT_TO_START,0,0,4,292,Warrior,Scout,Thief,Runemaster,Berserker,Jain Fairwood,Widow Tarha,Mage,Grisban the Thirsty
1770981253,Descent2e,0,ABOUT_TO_START,0,0,4,293,Scout,Mage,Runemaster,Berserker,Thief,Leoric of the Book,Grisban the Thirsty,Warrior,Jain Fairwood
18914527,Descent2e,0,ABOUT_TO_START,0,0,4,294,Scout,Healer,Disciple,Berserker,Thief,Avric Albright,Syndrael,Warrior,Jain Fairwood
-688343115,Descent2e,0,ABOUT_TO_START,0,0,4,295,Mage,Healer,Disciple,Thief,Runemaster,Avric Albright,Tomble Burrowell,Scout,Leoric of the Book
292295698,Descent2e,0,ABOUT_TO_START,0,0,4,296,Warrior,Mage,Runemaster,Thief,Berserker,Leoric of the Book,Tomble Burrowell,Scout,Grisban the Thirsty
-1806225609,Descent2e,0,ABOUT_TO_START,0,0,4,297,Healer,Scout,Thief,Runemaster,Disciple,Jain Fairwood,Widow Tarha,Mage,Avric Albright
758614468,Descent2e,0,ABOUT_TO_START,0,0,4,298,Healer,Scout,Thief,Runemaster,Disciple,Tomble Burrowell,Widow Tarha,Mage,Avric Albright
1150192065,Descent2e,0,ABOUT_TO_START,0,0,4,299,Healer,Warrior,Berserker,Thief,Disciple,Grisban the Thirsty,Tomble Burrowell,Scout,Avric Albright
-1482576358,Descent2e,0,ABOUT_TO_START,0,0,4,300,Mage,Healer,Disciple,Thief,Runemaster,Ashrian,Jain Fairwood,Scout,Leoric of the Book
546828834,Descent2e,0,ABOUT_TO_START,0,0,4,301,Warrior,Mage,Runemaster,Disciple,Berserker,Widow Tarha,Avric Albright,Healer,Syndrael
-984538200,Descent2e,0,ABOUT_TO_START,0,0,4,302,Healer,Scout,Thief,Runemaster,Disciple,Tomble Burrowell,Widow Tarha,Mage,Avric Albright
871250437,Descent2e,0,ABOUT_TO_START,0,0,4,303,Healer,Scout,Thief,Runemaster,Disciple,Jain Fairwood,Widow Tarha,Mage,Avric Albright
-1550265676,Descent2e,0,ABOUT_TO_START,0,0,4,304,Scout,Healer,Disciple,Runemaster,Thief,Ashrian,Leoric of the Book,Mage,Tomble Burrowell
856801956,Descent2e,0,ABOUT_TO_START,0,0,4,305,Healer,Warrior,Berserker,Thief,Disciple,Grisban the Thirsty,Tomble Burrowell,Scout,Avric Albright
-826630308,Descent2e,0,ABOUT_TO_START,0,0,4,306,Healer,Mage,Runemaster,Thief,Disciple,Leoric of the Book,Tomble Burrowell,Scout,Avric Albright
1806031019,Descent2e,0,ABOUT_TO_START,0,0,4,307,Scout,Mage,Runemaster,Disciple,Thief,Widow Tarha,Avric Albright,Healer,Tomble Burrowell
-958543015,Descent2e,0,ABOUT_TO_START,0,0,4,308,Mage,Scout,Thief,Berserker,Runemaster,Tomble Burrowell,Syndrael,Warrior,Leoric of the Book
-1428266273,Descent2e,0,ABOUT_TO_START,0,0,4,309,Healer,Scout,Thief,Runemaster,Disciple,Tomble Burrowell,Leoric of the Book,Mage,Ashrian
-1144365011,Descent2e,0,ABOUT_TO_START,0,0,4,310,Warrior,Mage,Runemaster,Disciple,Berserker,Widow Tarha,Ashrian,Healer,Grisban the Thirsty
955966020,Descent2e,0,ABOUT_TO_START,0,0,4,311,Mage,Scout,Thief,Disciple,Runemaster,Tomble Burrowell,Avric Albright,Healer,Leoric of the Book
-1289106182,Descent2e,0,ABOUT_TO_START,0,0,4,312,Scout,Warrior,Berserker,Disciple,Thief,Syndrael,Ashrian,Healer,Jain Fairwood
306648016,Descent2e,0,ABOUT_TO_START,0,0,4,313,Healer,Warrior,Berserker,Runemaster,Disciple,Grisban the Thirsty,Leoric of the Book,Mage,Ashrian
600701797,Descent2e,0,ABOUT_TO_START,0,0,4,314,Scout,Mage,Runemaster,Disciple,Thief,Leoric of the Book,Avric Albright,Healer,Jain Fairwood
1293571835,Descent2e,0,ABOUT_TO_START,0,0,4,315,Mage,Warrior,Berserker,Disciple,Runemaster,Grisban the Thirsty,Ashrian,Healer,Leoric of the Book
-928673503,Descent2e,0,ABOUT_TO_START,0,0,4,316,Scout,Healer,Disciple,Berserker,Thief,Avric Albright,Syndrael,Warrior,Tomble Burrowell
2078679456,Descent2e,0,ABOUT_TO_START,0,0,4,317,Scout,Healer,Disciple,Berserker,Thief,Avric Albright,Syndrael,Warrior,Tomble Burrowell
1138126872,Descent2e,0,ABOUT_TO_START,0,0,4,318,Healer,Scout,Thief,Runemaster,Disciple,Jain Fairwood,Widow Tarha,Mage,Avric Albright
1859555597,Descent2e,0,ABOUT_TO_START,0,0,4,319,Warrior,Scout,Thief,Disciple,Berserker,Tomble Burrowell,Ashrian,Healer,Grisban the Thirsty
-1386619562,Descent2e,0,ABOUT_TO_START,0,0,4,320,Mage,Warrior,Berserker,Disciple,Runemaster,Syndrael,Ashrian,Healer,Widow Tarha
-815505094,Descent2e,0,ABOUT_TO_START,0,0,4,321,Healer,Warrior,Berserker,Thief,Disciple,Grisban the Thirsty,Jain Fairwood,Scout,Ashrian
111777564,Descent2e,0,ABOUT_TO_START,0,0,4,322,Warrior,Mage,Runemaster,Thief,Berserker,Leoric of the Book,Jain Fairwood,Scout,Syndrael
-2100851080,Descent2e,0,ABOUT_TO_START,0,0,4,323,Warrior,Scout,Thief,Runemaster,Berserker,Tomble Burrowell,Widow Tarha,Mage,Syndrael
-820601661,Descent2e,0,ABOUT_TO_START,0,0,4,324,Healer,Warrior,Berserker,Runemaster,Disciple,Syndrael,Widow Tarha,Mage,Avric Albright
-1793559779,Descent2e,0,ABOUT_TO_START,0,0,4,325,Scout,Warrior,Berserker,Disciple,Thief,Grisban the Thirsty,Ashrian,Healer,Tomble Burrowell
1091309400,Descent2e,0,ABOUT_TO_START,0,0,4,326,Warrior,Mage,Runemaster,Thief,Berserker,Widow Tarha,Tomble Burrowell,Scout,Grisban the Thirsty
1740218866,Descent2e,0,ABOUT_TO_START,0,0,4,327,Warrior,Healer,Disciple,Thief,Berserker,Ashrian,Tomble Burrowell,Scout,Syndrael
